Title,Post ID,URL,Price,Description,Days Posted,Location
Renter/ Investor Special! Property For Sale at Great Deal! (Temple),7567665612,https://killeen.craigslist.org/reo/7567665612.html,"$420,000 ","ps://www.dropbox.com/sh/mpb8ean84wpsl8w/AADwRFvTScyoAS85jFMMnRL1a?dl=0  Selling Assignable Interest to this property!  No Repairs Needed!  2300 Square Feet No basement 4 Bed Room 2 Bath   Sellers are leaving the tv mount, security system, fridge, washer, dryer, and pretty much all appliances  Will have a renter until June 30th.   Sellers are leaving the tv mount, security system, fridge, washer, dryer, and pretty much all appliances  Sellers want to rent the home until June 30th and they have a friend who will want to rent for an extended period of time after June 30th.",17 days ago,N/A
"Off-Market Investor Special, Home for sale !!! (Baytown)",7567652209,https://houston.craigslist.org/reo/7567652209.html,"$69,999 ","INCREDIBLE investment opportunity in BAYTOWN, TX! 77520 Weickersheimer Court Subdivision  Subject property will require a little of everything to demand top of the market value..  Subject property is a 3/1/1 built in 1945. 1,056 sqft sitting on a 5,750 sqft lot.  This property is just 2 minutes away from Highway 146. It is NOT in any special flood zone! 10% ROI, great for any landlord! One of the cheapest properties available per MLS! No HOA! Our Best comp sold for 190K!  PP $69,999 ARV $165,000 Estimated monthly rental income: $1,400  Closing date by 12/19  Contact me for access and full details ASAP!  End buyers Only; cash and hard money loans accepted!  Hablo Español",17 days ago,N/A
Off-Market Landlord Special in Texas City !!! (Texas City),7567616302,https://galveston.craigslist.org/reo/7567616302.html,"$115,000 ","**Excellent OFF-MARKET flip or rental investment opportunity in SMOKING HOT Texas City Area near Dike Beach!  Northside Subdivision  Subject property is a 2/1 built in 1967. 1,120 sqft sitting on a 7,500 sqft lot.  Subject property will require minor repairs to command a top of the market value of $175k!   Layout and square footage is ideal for investors to add room to increase profit margin.  Average days on market at only 13 days, this is a super quick fix and flip or cash flow/rental play.  Subject properties are not subject to any mandatory HOA and have low taxes!  10% ROI for a rental, great for any landlord! First Come First Serve  Purchase Price: $115,000 ARV: $175,000 Estimated monthly rental income: $1,400  Closing Date: ASAP  End buyers Only; cash and hard money accepted Contact me for access and further details.  Hablo Español",17 days ago,N/A
Special Fix&Flip or Fix&Rent for Investors! (Houston and South Texas),7567568598,https://houston.craigslist.org/reo/7567568598.html,N/A,"Us SHOW YOU THE MONEY! Fast CA$H to Fix & Flip or Refine Properties FAST Closes, Bad Credit OK! 100% Rehab Financing Cash-Out Refinances! Loan secured against real property. No Credit check. WE MAKE IT EASY! We’ve Done the Hard Part for you, because WE ARE THE LENDER!! Quick Closing!! Call or email NOW!!",17 days ago,N/A
Off-market Investor Special in Baytown (Baytown),7567521415,https://houston.craigslist.org/reo/7567521415.html,"$69,999 ","INCREDIBLE investment opportunity in BAYTOWN, TX! 77520 Weickersheimer Court Subdivision  Subject property will require a little of everything to demand top of the market value..  Subject property is a 3/1/1 built in 1945. 1,056 sqft sitting on a 5,750 sqft lot.  This property is just 2 minutes away from Highway 146. It is NOT in any special flood zone! 10% ROI, great for any landlord! One of the cheapest properties available per MLS! No HOA! Our Best comp sold for 190K!  PP $69,999 ARV $165,000 Estimated monthly rental income: $1,400  Closing date by 12/19  Contact me for access and full details ASAP!  End buyers Only; cash and hard money loans accepted!  Hablo Español",17 days ago,N/A
Off-Market Investor Landlord Special in Baytown !!! (Baytown),7567465569,https://houston.craigslist.org/reo/7567465569.html,"$69,999 ","INCREDIBLE investment opportunity in BAYTOWN, TX! 77520 Weickersheimer Court Subdivision  Subject property will require a little of everything to demand top of the market value..   Subject property is a 3/1/1 built in 1945. 1,056 sqft sitting on a 5,750 sqft lot.  This property is just 2 minutes away from Highway 146. It is NOT in any special flood zone! 10% ROI, great for any landlord! One of the cheapest properties available per MLS! No HOA! Our Best comp sold for 190K!  PP $69,999 ARV $165,000 Estimated monthly rental income: $1,400  Closing date by 12/19  Contact me for access and full details ASAP!  End buyers Only; cash and hard money loans accepted!  Hablo Español",17 days ago,N/A
$165k BAYTOWN HOME UNDER 75k Investor Ready 🔥🔥 (Baytown),7567428784,https://houston.craigslist.org/reb/7567428784.html,"$69,999 ","property is just 2 minutes away from Highway 146, it is NOT in any special flood zone, and it has no Homeowner Owner's Association, making this an ideal situation for investors of all types! Subject property will require a little of everything.  ARV: 165",17 days ago,N/A
"Baytown 3/1 Fix/Flip, Investor Ready💰 (Baytown)",7567427062,https://houston.craigslist.org/reb/7567427062.html,"$69,999 ","property is just 2 minutes away from Highway 146, it is NOT in any special flood zone, and it has no Homeowner Owner's Association, making this an ideal situation for investors of all types! Subject property will require a little of everything.",17 days ago,N/A
Three Properties On One Lot - Investor Special (Richmond TX),7562252002,https://houston.craigslist.org/reo/7562252002.html,"$225,000 ","Buy and hold investors, here is your chance to get not one property but THREE on one lot.  You also may be able to subdivide these to sell separately down the line.  Calling all landlords, cash investors, buy and hold investors and fix and flippers in the Richmond area.  If you would like more information regarding this property please send us and email and make sure you put the best number to reach you at in the email.  Thank you",about a month ago,415 Clay Street
Special Fix&Flip or Fix&Rent for Investors! (Dallas and the North Texas Area),7567245914,https://dallas.craigslist.org/dal/reo/7567245914.html,N/A,"Us SHOW YOU THE MONEY! Fast CA$H to Fix & Flip or Refine Properties FAST Closes, Bad Credit OK! 100% Rehab Financing Cash-Out Refinances! Loan secured against real property. No Credit check. WE MAKE IT EASY! We’ve Done the Hard Part for you, because WE ARE THE LENDER!! Quick Closing!! Call or email NOW!!",18 days ago,N/A
🏘️Investor Special 3 SFHs On One Lot🏘️ (Richmond TX),7562101904,https://houston.craigslist.org/reo/7562101904.html,"$225,000 ","alling All Investors, Cash Investors, & Landlords looking to expand their rental portfolio or find another flip opportunity.  This lot has 3 SFHs that are all currently rented out and are generating over $2,000 a month in revenue.  They need some TLC and the right owner for the job.  Respond to this listing via email and include your telephone number so that we can call you back with all of the information.",about a month ago,415 Clay Street
Investor special @ 3/2.5 house! Price Reduced!! (Houston),7566358015,https://houston.craigslist.org/reo/7566358015.html,"$205,900 ","House has 3 bedrooms, 2.5 bathrooms with 2606sf. Built in 1980 on a quiet cul-de-sac with lots of space both in the back yard and more in the front with your neighbors. Room for an extra bedroom office or family area. Lots of light as their are windows everywhere.  Kitchen is spacious with lots of cabinets.Call  show contact inf",20 days ago,Highland Mist Cir.
Townhome for sale “Investor special” (Greenspoint),7566090349,https://houston.craigslist.org/reo/7566090349.html,"$75,000 ",For sale townhome loft.  Maintenance fee $229 Cosmetic repairs need Tile on first floor Custom cabinets  Granite countertops  Walk-in closet Dedicated covered parking 2 autos Small gated community  Has a month to month tenant $800  Built in 1978 Own a home cheaper than a new truc,21 days ago,Imperial valley Dr near Greens Rd
"Investors special❗️3bd, 1bt (Opelousas)",7555058144,https://lafayette.craigslist.org/reo/7555058144.html,"$24,000 ",Asking $24k Needs tlc  For more pics and details call or text  show contact info  Serious inquiries only❗️,2 months ago,N/A
Investors special❗️ (Opelousas),7555056002,https://lafayette.craigslist.org/reo/7555056002.html,"$41,999 ","Asking $41,999 Needs tlc  Call/text for more details  show contact info  Serious inquiries only",2 months ago,N/A
4bed/3bath Home for sale in Killeen🏠🏠🏠 (Killeen),7566176887,https://killeen.craigslist.org/reo/7566176887.html,"$209,000 ","4/3 1,728sqft on .58 Acres. APPRAISED AS IS FOR $270k. Leased M2M for $1550/mo  message for address  This special price is based on Cash. A 30 day traditional close is possible, but the price will be slightly higher.  Realtors: We will pay a commission if you bring us a buyer. Please do not contact us to help us sell it.  ** Looking for value, equity and making a profit? Contact me if you know of a flipper or investor looking for their next deal. We have many other properties available.**",21 days ago,N/A
"2B 1B MOBILE HOME (Clute, Tx)",7567619397,https://houston.craigslist.org/reo/7567619397.html,"$4,000 ","Handyman Special (Can Owner Finance)  *DOES NOT NEED TO BE MOVED*  In a mobile home park in 77531 Clute, Tx Needs to be sold ASAP! Investor/Handymen Opportunity A 1977, 2 bed, 1 bath Single Wide home. Owner finance available. 4k Cash, OBO Title included Utilities connected Lot Rent $430  Call or text me for more info if serious:  show contact info ,",17 days ago,"215 Stratton Ridge Rd Clute, TX 77531"
OFF MARKET INVESTOR SPECIAL/BUY AND HOLD (BAYSIDE),7549866980,https://corpuschristi.craigslist.org/reo/7549866980.html,$89 ,"New Off-Market Investor Special (Great Buy and Hold) 401 4th St, Bayside, TX 78340 2/2  1,100 Sqft    Acres: 0.3 Type: RES FRM  Year-Built 2018  ARV 250k Repairs 75k Asking Price 89k  This little beauty was rebuilt after Hurricane Harvey.  It is right down the road from Copano Bay.  We have been fishing in Copano Bay and our son caught a huge Drum.  It is so beautiful there.    There is the Fishing Pier Bayside, boat launch, and not to mention The Wood Mansion which was purchased by two investor brothers in San Antonio, TX.  This house was built to last!  Inside pics coming soon.  This property has endless possibilities.  Cash or hard money only.  Realtors bring your buyers.  As always, please do your own due diligence.  A deposit of 5k is required to secure this deal. To see this property please contact Liz Perez at  show contact info .  Thank you  Thank you",2 months ago,401 4th St
Move In Ready Off Market Flip/Rental Investment (Houston),7565667822,https://houston.craigslist.org/reb/7565667822.html,"$155,000 ","****OFF MARKET EXCLUSIVE****  ◽ASK - $155,000 ◽ARV - $230,000 ◽EST RENT - $1,550 ◽BED - 3 ◽BATH – 2 ◽SQFT - 1158 ◽LOT SQFT – 2,500 ◽YEAR - 1930    PROPERTY DETAILS ✔️ CHEAPEST Available In This Pocket By $138,000! ✔️EASY 5 Minute Access to HWY 610! ✔️Second Bathroom Has Already Been Added! ✔️No HOA and Extremely Low Taxes! ✔️NOTHING Available Of Our Size In This Neighborhood ✔️NOT In Any Special Flood Zone ✔️FCFS – NO BIDDING WAR!  QUICK & EASY. Coming out of the piping hot Magnolia Park Subdivision, subject property is a pre-finished rehab with a brand new AC, brand new water heater and an extra bathroom already added, making it a 3/2 instead of the 3/1 stated by the tax sheet. With the majority of the rehab already complete and the ARV of our comps holding strong at $230,000, this project is an easy money maker for the experienced investor to get in and out quickly with minimal holding costs. That being said, one of our best comps, Avenue J, sold for $291/sqft! The entirety of the work is cosmetic so there is plenty of room to get creative with the $70,000 spread between the asking price and ARV.  Exclusive Offer!⏰  For more details please CALL 📞, TXT 📱or E-MAIL💻 show contact inf",22 days ago,N/A
Fixer Upper 3 Bed 2 Bath House - Investment Property (Victoria),7567954328,https://victoriatx.craigslist.org/reo/7567954328.html,"$59,989 ","Great investment property or make it your home!  Fixer Upper 3 Bedroom 2 Bath house with hardwood floors and attached garage on almost a quarter acre lot. Centrally located in Victoria.  House is a fixer upper.  Needs a new roof and TLC.  Sold as is.     2005 Woodlawn St Victoria, TX 77901  Priced as is $59,989  Call or Text show contact inf",16 days ago,Woodlawn
Fixer-upper on 0.41 acres (Franklin County),7572252208,https://easttexas.craigslist.org/reo/7572252208.html,N/A,Fixer-upper on 0.41 acres  Call for price  Sold As-Is   NO TEXTS,2 days ago,N/A
🏡Southside Fixer Upper For Sale🏡 (Houston),7564454062,https://houston.craigslist.org/reo/7564454062.html,"$128,000 ","***REDUCED***Excellent Opportunity For Flippers Or Landlords  Located in a nice neighborhood and close to Highway 288. Large corner lot along with a recent roof replacement.  Needs updating/upgrades throughout to get maximum profit potential from property.  Lots of potential with this one! 🛌 3 bedrooms 🛀 2 bathrooms 🚗 2 car garage  🌆 1,188 Sqft Living Space 🌆 7,705 Sqft Lot is 7,705    $128k Asking Price Est ARV  $195k+  Comps: 4814 Frankford  sold at $190k  8/22 5151Denoron  sold at $195k  10/22 5303 Bungalow  sold at $214k  4/22  * $3000 Earnest Money Deposit Required To Secure Deal * Buyer Pays Closing Costs * Do Your Own Due Diligence * All Offers Consider",26 days ago,N/A
🏠REDUCED!!! Houston Fixer Upper🏠 (Houston),7570086892,https://houston.craigslist.org/reo/7570086892.html,"$120,000 ","Houston Fixer With Tenant In Place Nice neighborhood, close to I-69, Hardy Toll Road, 610 and downtown. Large lot at 10,000 sqft. Property has never flooded. Needs rehab for maximum profit potential. Long term tenant in place if desired to keep.   Please do not disturb the tenant  Property Details 🛌 3 Bedrooms 🛀 1 Bathroom 🌆 1358sf Living Space 🌆 10,000sf Lot 120k Asking Obo $180k+/- Est. ARV * $3000 Earnest Money Deposit Required To Secure Deal * Buyer Pays Closing Costs * Do Your Own Due Diligence * All Offers Consider",10 days ago,N/A
Freeport TX Fixer Upper Opportunity (Freeport),7571328914,https://houston.craigslist.org/reo/7571328914.html,"$60,000 ","3 bedroom / 1 bathroom ~ 1000 SF single family home in Velasco Section of Freeport   Great opportunity with several exit strategies: 1) Sweat equity and keep for nice home minutes from Gulf Coast.  2) Traditional fix-and-flip for nice profit.  3) BRRR(R) (Buy, Rehab, Rent, Refinance) and pull your capital out to go (R) Repeat.  Note: market rents in area are $1150 (average)  House does need work to reach top dollar.  ARV ~ 155K (Target Comp is 1617 N Ave. Q, 77541) Rehab ~ 45K  Asking 60K  *This is an assignment of contract and requires quick closing with Cash or Hard Money and $5K non-refundable EM deposit.  For serious inquires only, text me at 3 four 6 -two nine eight - 49 seventy.",6 days ago,N/A
Fixer Upper For Sale in Louisiana (Crowley),7570949163,https://lafayette.craigslist.org/reo/7570949163.html,"$17,000 ","We have a property for sale in Crowley Louisiana. It needs work and would be a great opportunity for a real estate investor. If you’re handy and looking to pick up a property for cheap, this could be a great opportunity. Would work well for a real estate investor or someone that would like to get a home to fix up for themselves.  Make us an offer!  We also have other properties at OdellBarnesREO dot com",7 days ago,1023 N Ave B
"Fixer upper on 1.39 acres for a discount in Conroe TX 77303
            (google map)
        ",7570140597,https://houston.craigslist.org/reo/7570140597.html,"$195,000 ",3 bedroom 2 bath with potential in Conroe’s fast growing city On 1.39 acres 2420 sq feet house  Please contact Christina via call or text at  show contact inf,10 days ago,N/A
"REDUCED FIXER UPPER OWNER FINANCING house for sale by owner 601 Tutt Ave., Taft, (Taft)",7566994798,https://corpuschristi.craigslist.org/reo/7566994798.html,"$145,900 ","3-4 bedroom 2 1/2 baths 2 story home, fireplace, Hardwood floors, ceramic tile, Needs repairs/maintenance/remodeling/broken windows/cha, corner lot house sits on two lots INVESTORS WELCOME   owner financing is available with down payment  PLEASE DO YOUR DUE DILIGENCE REGARDING CONDITION, REPAIRS, AND VALUES OF THE PROPERTY PROPERTY DETAILS PROVIDED ARE FOR PRELIMINARY INFORMATIONAL PURPOSES ONLY   Shown by appointment only, send email or tex",19 days ago,"601 Tutt Ave., Taft, Texas"
"REDUCED FIXER UPPER HOME 539 Green Ave, Taft, Texas for sale by OWNER FINANCING (Taft, Texas 78390)",7566995174,https://corpuschristi.craigslist.org/reo/7566995174.html,"$159,900 ","Investors welcome 5 bedroom 2 bath, 2 detached garage 2 story home, part brick outside, fireplace, living room, formal dining room, sun room, breakfast area, hardwood floors Needs lots of repairs/maintenance/remodeling/ cha/ Has cracked front cement porch pier/beam house email by appointment only or text,   Owner Financing   PLEASE DO YOUR DUE DILIGENCE REGARDING CONDITION, REPAIRS, AND VALUES OF THE PROPERTY PROPERTY DETAILS PROVIDED ARE FOR PRELIMINARY INFORMATIONAL PURPOSES ONLY",19 days ago,"539 Green Ave., Taft, Texas 78390"
"REDUCED INVESTORS FIXER UPPER HOME 623 McIntyre Taft Texas (Taft, Texas 78390)",7566995783,https://corpuschristi.craigslist.org/reo/7566995783.html,"$139,900 ","5 bedroom 2 bath, large kitchen, hardwoods floors,  ceramic tile gas heat, square footage 2945 Investor's  Needs lots repairs/maintenance/remodeling  owner financing or Cash sale  Serious inquiries only Text for an appointment, call or email  PLEASE DO YOUR DUE DILIGENCE REGARDING CONDITION, REPAIRS, AND VALUES OF THE PROPERTY PROPERTY DETAILS PROVIDED ARE FOR PRELIMINARY INFORMATIONAL PURPOSES ONLY",19 days ago,"623 McIntyre, Taft, Texas, 78390"
Price Reduced - CASH SALE - Fixer Upper (Harker Heights),7557562306,https://killeen.craigslist.org/reo/7557562306.html,"$14,500 ","2 Bedroom 2 Bath Mobile Home - 1088 square feet - The structure is solid. Home needs some exterior repair and paint. On the interior it needs paint, a deep clean, and appliances. This home has a lot of potential.",about a month ago,1110 Indian Trail near Verna Lee Blvd
Cash Sale - Mobile Home - Fixer Upper (Harker Heights),7560737548,https://killeen.craigslist.org/reo/7560737548.html,"$16,500 ","2 Bedroom - 2 Bath Home - Private Owner Sale - Cash Only - Home is located in local Mobile Home Community - Home must remain in community for 5 years from date of sale. This homes needs some siding work on the exterior. On the interior it will need paint and a stove. Anyone who purchases the home must first submit an application to be approved to be in the community. Application Fee is $25.00 per person. They do allow owners to rent out the homes. If you are interested, please reach out.",about a month ago,1110 Indian Trail near Verna Lee Blvd
Fixer Upper (Tyler),7568315127,https://easttexas.craigslist.org/reo/7568315127.html,"$30,000 ",ute doublewide for sale needs to be moved. Has washer and dryer included as well as stove. Be the first to call this your own!,15 days ago,5305 Wind Dancer
Fixer Upper in Copperas Cove!!,7560211210,https://killeen.craigslist.org/reb/7560211210.html,"$99,900 ","Fixer Upper! 3 Bedroom 1 Bath with 1 car garage-$99,900. Home Features original Hard Wood Floors and Built in Shelves.  Newer AC and Water Heater.    Back Yard is Spacious, Heavily Wooded and is surrounded by Chain Link Fencing. Home is being sold As-Is Cash Only.  Text 906 to  show contact info  for pictures & info! You can also message us to get a free customized search for your next home. We have lenders that can qualify you today!",about a month ago,N/A
Exclusive Off-Market Fixer Upper in Dayton TX,7567839028,https://houston.craigslist.org/reb/7567839028.html,"$260,000 ","Excellent *OFF MARKET* opportunity in Dayton, TX! Subject property sits on ~3+ acres and will require a little bit of everything to command top of the market value. Please get with your REA Representative to obtain more information!",16 days ago,N/A
Fixer Upper in Napoleonville,7561811864,https://batonrouge.craigslist.org/reo/7561811864.html,N/A,"Fixer Upper in Napoleonville   3 bed and two bath  On a acre  Big house  Great size lot too   Needs to be a cash sale   Asking price is $54,500  Contact us today   show contact inf",about a month ago,N/A
Fixer upper (IRISH CHANNEL),7567322473,https://neworleans.craigslist.org/reo/7567322473.html,"$299,000 ","rfect for a couple looking to create their custom home, or for someone looking to make a profit.  I have price it to sell quickly.  Cash buyers and serious offers only.  Thank you.    Typical historical architecturally significant home with all the original woodworks.  Large lot and room to add sqft.",18 days ago,N/A
💰Off Market Fixer Upper 💰 (Lafayette),7562275438,https://lafayette.craigslist.org/reo/7562275438.html,"$90,000 ","We have a new 🚨 off market fixer upper 🚨 for sale in Duson, LA. Message or call show  show contact info  if you are interested in purchasing.  105 Colby St, Duson, LA 70529 ARV: 185k 💰🤑 Asking: 90k  Property Details 🏠 Sqft: 1,280  Bd/Ba: 3/1 Year Built: 1979 Lot Size: 0.38 acres EMD Amount: $5,000  Comparable Property 🏘 112 Navy Seal Dr, Duson, LA 70529 | 208k 113 Navy Seal Dr, Duson, LA 70529 | 205k 144 Fenster Rd. Duson, LA 70529 | 177",about a month ago,N/A
Baytown Fixer Upper (baytown),7566682934,https://houston.craigslist.org/reo/7566682934.html,"$259,000 ","Great off-market property in Baytown near the Exxon plant. This home had some remodeling done, including all the windows being updated to double-paned windows, kitchen has Viking appliances and granite countertops. Also has a great bar for entertaining. The HVAC was just replaced in 2016. The water heater was replaced in 2017 as well. The roof is a little bit older and might need some repairs current estimate is 1-2k. the house will require specific updating to achieve desired profits. Location: 5106 Inverness, Baytown, TX 77521Property Type: Single Family HouseEst. After Repaired Value:$378,775Asking Price:$259,000Est. Cost Of Repairs:$54,000Est. Profit Potential:$65,775For more information visit this link: https://www.myhousedeals.com/investment-property/baytown-tx/new-off-market-property-in-baytown-1234337Keywords: fixer-upper, wholesale, investment, cheap, bargain, investor, flip, repairs, equity, profit, rental",20 days ago,5106 inverness
Baytown - Fixer Upper (Baytown),7566022578,https://houston.craigslist.org/reo/7566022578.html,"$259,000 ","g for your next property to flip or buy as your own? Check this one out. WONDERFUL investment opportunity in sought-after country club estates in Baytown, TX! The property already has a ton of work done, has been well maintained, just needs some work to get it to top of market! Never flooded and its in a great location. We have over $100k spread between the purchase price and resale value!   First Come, First Serve - NO BIDDING REQUIRED!  Please get with me to obtain more information.  Ask: $259,000 obo Rehab: contact me for details  ARV: $365,000 EMD: 3K Close: contact me for details   No wholesalers plea",21 days ago,5106 invernes
Fixer Upper Mobile Home - 3bd/2ba 16'x76'- in Desirable Whitehouse (Whitehouse),7555638991,https://easttexas.craigslist.org/reo/7555638991.html,"$1,000 ","a great opportunity to become a homeowner in desirable Whitehouse for someone with rehabbing experience and some budget.   Serious inquiries only - rehab experience and funds required - needs at least 10K (estimated amount) to rehab home. Do not contact otherwise. Have what it takes? Call  show contact info   This is a 3 bedroom 16ft x 76ft mobile homes in a quiet, safe community that needs some amount of rehabbing. If you know how to rehab a mobile home and willing to do it, you can own this home at a super low price! Because we are looking for people to live in our park, the home will have to stay in our park and not be moved out.   You will have 2 months to make best efforts to repair the Home as quickly as possible. You cannot live in the home until rehab is completed. Once rehab is complete within 2 months, we will turn over the home to you and you can move in. There is no other opportunity like this in the area! So STOP reading and CALL NOW for all the other details.   Please note that you will have to cover the cost of material and labor since it is going to be your home. Please do not contact us unless you have experience and have funds to buy materials.   ** We will check your credit, background, public record, and reference.  ** Forest Hollow Estates (www.foresthollowestates.com)",2 months ago,602 W Main St #112
Fixer Upper Waiting For Renovator/Developer (New Orleans),7564031222,https://neworleans.craigslist.org/reb/7564031222.html,"$499,000 ","DEVELOPMENT OPPORTUNITY to capitalize on the vibrant atmosphere near New Orleans' Irish Channel. This early 20th Century Cottage comes with great potential and possibilities. Located close to shops, restaurants, and entertainment, it could be a real winner after development. Offering a central entrance, 2 kitchens and living rooms, and a 30 x 125 lot with its long narrow footprint, it could be converted into a larger asset based on the city zoning already in place.  This community has lots of exciting renovations and new construction happening, and the seller is eager to help a developer with funding concessions or loan costs. After carefully assessing this property as a potential renovation/redevelopment project, and analyzing its potential ARV, a national Fix-n-Flip lender has given approval for a renovator/developer to access their funds for development! For Details On Possible Concessions & Development Funding Contact:  Leon Harmon CFS Realty, LLC Broker-Owner Louisiana Lic",27 days ago,3922 Laurel St. near Austerlitz
"2 bed 1 bath Single Wide Mobile Home - Fixer Upper (Rosharon, Texas)",7557087261,https://houston.craigslist.org/reo/7557087261.html,$1 ,2b1b 16x56 mobile home in Rosharon/Pearland area (2 minutes away from F.M. 518) Fixer Upper newly sheet rocked! Available now.,2 months ago,N/A
"OFF-MARKET FIXER UPPER IN DALLAS (8808 OLD HOMESTEAD DR, DALLAS)",7563207456,https://dallas.craigslist.org/dal/reb/7563207456.html,"$155,000 ","OFF-MARKET FIXER UPPER IN DALLAS 8808 OLD HOMESTEAD DR, DALLAS, TX 75217 3 bed / 2 bath - SqFt 1,484 - Lot 9,318 - Year 1955 Vacant by the end of the week INFO: GREAT INVESTMENT OPPORTUNITY! 3 bedroom, 2 bath home is located in the Crawford Terrace neighborhood and minutes from away from the local DART Rail transportation system, walking distance from Crawford Park, Dallas Award Winning Schools, and Parkland Clinic. Water tank replaced 2 years ago and no foundation issues. Has central heat PICS (More pics will come soon) https://drive.google.com/drive/folders/14CpcDInQMofQrGSfB7rmLGNHC6PIRGD5?usp=share_link NUMBERS ASKING $155,000 EMD $2,500 ____________________________________ DM if inter",29 days ago,8808 OLD HOMESTEAD DR
2 Fixer Uppers Available - Manufactured Homes (Harker Heights),7560165686,https://killeen.craigslist.org/reo/7560165686.html,N/A,"ASH HOMES AVAILABLE! FIXER UPPERS! MOBILE HOMES!  2 bedroom 2 bath - 1088 sq ft - This home needs some siding repair on the exterior and paint on the interior. It also will need a stove. $16,500 Cash.  3 bedroom 2 bath Home - This is a private owner sale. This home is $20,000 Cash.  If you would like to take a tour, reach out and our staff will gladly help.  These homes are located in the Indian Trail Estates Community. The hone must remain in the community for 5 years from the date of purchase. These homes will go fast!",about a month ago,N/A
"906 Elwood Ct., Alvarado, TX - with 0.2525 Acre of land (Alvarado, TX)",7572886665,https://dallas.craigslist.org/ftw/reo/7572886665.html,"$159,900 ","906 Elwood Court, Alvarado, TX 76009 is a FIXER UPPER mobile home with 3 bedrooms, 2 bathrooms and located on 0.2525 Acre of land.  This property is available for $1,195/month Rent as is for storage or land; $159,900 Cash price; $169,900 possibly Owner financed.  If you are interested, please call us at  show contact info  or  show contact info , and visit our website at www.homeforeveryone.us for more information.  Looking for land?  Go to www.landforeveryone.us.",about 10 hours ago,906 Elwood Court
SELLING A TRIPLEX IN BROWNSVILLE TEXAS,7562343616,https://brownsville.craigslist.org/reo/7562343616.html,N/A,"currently renting - ask for details price 160.000 compabarbles at 190,000-250,000  message call 956 338 6 eight 5 eight OFF MARKET OPPORTUNITY. OFF MARKET. NOT LISTED WITH REALTOR. CASH BUYERS. investors, message /call m",about a month ago,N/A
Lot for sale one Acre multifamiliar  3 min Ruben Torres (Brownsville),7562149118,https://brownsville.craigslist.org/reo/7562149118.html,"$125,000 ","For sale acre a 3 minutos Ruben Torres 1 Acre en venta Redidencial  R-3 zoning multifamiliar puedes hacer 2 duplex  2 fourplex apartamentos 6 o 10  unidades esta aprobado por la ciudad  Esta sobre  N Central Ave casi esq con Salida de luna.  105 frente x 414 largo, con servicios disponible  agua luz  y drenaje $125,000.00",about a month ago,N. Central Ave
3 Units Available in Harlingen For SALE! (Harlingen),7563107118,https://brownsville.craigslist.org/reo/7563107118.html,"$85,000 ","Any realtors working with cash buyers wanting an investment property? I have a Multifamily property in Harlingen, Tx.  $85,000 Email me or call @  show contact info  & ask for Jake!",29 days ago,N/A
"3 Units For Sale In Harlingen, Tx (Harlingen)",7562696030,https://brownsville.craigslist.org/reo/7562696030.html,"$85,000 ","Any realtors working with cash buyers wanting an investment property? I have a Multifamily property in Harlingen, Tx.  $85,000 Email me or call @  show contact info  & ask for Jake!",about a month ago,N/A
"Three Units Available For Sale In Harlingen, Tx (Harlingen)",7562323730,https://brownsville.craigslist.org/reo/7562323730.html,"$85,000 ","Any realtors working with cash buyers wanting an investment property? I have a Multifamily property in Harlingen, Tx.  $85,000 Email me or call @  show contact info  & ask for Jake!",about a month ago,N/A
3 Units Available For Sale In Harlingen! (Harlingen),7561472225,https://brownsville.craigslist.org/reo/7561472225.html,"$85,000 ","Any realtors working with cash buyers wanting an investment property? I have a Multifamily property in Harlingen, Tx.  $85,000 Email me or call @  show contact info  & ask for Jake!",about a month ago,N/A
Three Units in Harlingen For Sale - Cash Buyers (Harlingen),7561333242,https://brownsville.craigslist.org/reo/7561333242.html,"$85,000 ","Any realtors working with cash buyers wanting an investment property? I have a Multifamily property in Harlingen Tx.  $85,000 Email me or call @  show contact info  & ask for Jake!",about a month ago,N/A
3 Units For Sale In Harlingen  - Cash Buyers! (Harlingen),7560531404,https://brownsville.craigslist.org/reo/7560531404.html,"$85,000 ",Any realtors working with cash buyers wanting an investment property? I have a Multifamily property in Harlingen Tx.  Email me or call @  show contact info  & ask for Jake!,about a month ago,N/A
ISO CASH BUYERS - 3 Units For Sale in Harlingen at $41 the sqft (Harlingen),7559035275,https://brownsville.craigslist.org/reo/7559035275.html,"$110,000 ",Any realtors working with cash buyers wanting an investment property? I have a Multifamily property in Harlingen Tx.  DM me or call @  show contact info  & ask for Jake!,about a month ago,N/A
Over 11 Acres of Land in a Great Up and Coming Location (Edinburg),7571707600,https://mcallen.craigslist.org/reb/7571707600.html,"$1,100,000 ","000 N Wallace Road N, Edinburg, Texas 78541  Over 11 acres of land in a great up and coming location, situated right across from Tres Lagos subdivision and less than half a mile from Texas A&M University Tres Lago. This land is perfect for subdividing into residential or multifamily. It can also be used to build a beautiful ranch house or agriculture.  Please contact Ryan J. McDaniel, Broker Associate & REALTOR, for more information about this property, and similar properties. Please contact via email, sms, or phone, for more information and any showings.  Ryan McDaniel Broker Associate SRS, ABR, RENE, PSA, MRP, REALTOR® Effective Real Estate show contact inf",4 days ago,"000 N Wallace Road N, Edinburg"
